# term: φιλοστοργ- family (noun φιλοστοργία, adj φιλόστοργος, adv φιλοστόργως, verb φιλοστοργέω, privative ἀφιλόστοργος)
# discovery: philostorgia_corpus.json occurrences (sid=units.id); 368 distinct units from 411 tokens
# grounding query (live DB, 2026-07-19): SELECT u.id sid,u.eul_wid wid,u.ref,a.eul_aid,a.name_english author,a.affiliation,a.period,COALESCE(w.domain,a.domain) domain,COALESCE(w.format,a.format) format,a.fl_from,a.fl_to,w.title_english,char_length(u.text_greek) length FROM eulogikon.units u JOIN eulogikon.works w ON w.eul_wid=u.eul_wid JOIN eulogikon.authors a ON a.eul_aid=w.eul_aid WHERE u.id=ANY(ARRAY[<368 sids>]) ORDER BY a.fl_from,a.eul_aid,u.eul_wid,u.sequence_num;
# drift check vs discovery: 368/368 sids resolve; 0 wid/ref mismatches
# counts: units=368 tokens=411 stoic_units=18
# NOTE token_count = discovery token count from JSON (grc_fold path blocked in read-only MCP); attestation is the row, not the count.
unit_id	wid	ref	author	eul_aid	affiliation	period	domain	format	fl_from	fl_to	title	token_count	length	lexical_status	headwords
979376	ajg-aa	book 194.1	Greek Anthology	ajg	None	archaic	poetry	verse	-650	-650	Anthology, Volume V	1	48	proper_name	Φιλοστόργιος
744895	bhc-aa	199	Theano of Croton	bhc	pythagorean	archaic	philosophy	treatise	-530	-500	Pythagorean Teachings and Letters	2	2201	concept	φιλοστοργέω|φιλοστοργία
794093	lrw-aa	3 (100)	Zeno of Rhodes	lrw	None	hellenistic	history	prose	-523	-118	Rhodian Historical Fragments	1	2625	concept	φιλοστοργία
344155	bko-aa	1 4	Heraclitus of Ephesus II	bko	presocratic	archaic	philosophy	treatise	-504	-501	Allegories Or Homeric Questions	1	638	concept	φιλοστόργως
1924481	emo-ag	book 274(?)b.28.2	Aeschylus the Tragedian	emo	None	classical	drama	verse	-499	-456	Fragments of the Oresteia	1	100	concept	φιλοστοργία
1672066	bqs-ah	72	Antiphon of Athens	bqs	sophist	classical	oratory	oration	-480	-411	On Sedition and Political Defense	1	158	concept	φιλόστοργος
791913	cto-ab	2.427	Xenophon Scholia	cto	None	classical	grammar	prose	-450	-450	Scholia-Euripides' Hippolytus	1	375	concept	φιλοστοργία
792661	cto-ab	2.628	Xenophon Scholia	cto	None	classical	grammar	prose	-450	-450	Scholia-Euripides' Hippolytus	1	375	concept	φιλοστοργία
1680826	cto-aj	sch Ph 1078	Xenophon Scholia	cto	None	classical	grammar	prose	-450	-450	Scholia on Euripides	1	439	concept	φιλόστοργος
1681162	cto-aj	sch Hipp 627	Xenophon Scholia	cto	None	classical	grammar	prose	-450	-450	Scholia on Euripides	1	378	concept	φιλοστοργία
1681791	cto-aj	sch Andr 529	Xenophon Scholia	cto	None	classical	grammar	prose	-450	-450	Scholia on Euripides	1	235	concept	φιλοστοργία
136035	dck-aa	50	Aresas of Lucania	dck	pythagorean	classical	philosophy	treatise	-450	-450	On Human Nature	1	1089	concept	φιλοστοργία
2047647	ezq-ag	Cyr.1.3.2	Xenophon of Athens	ezq	None	classical	history	prose	-400	-355	Cyropaedia	1	886	concept	φιλόστοργος
2047665	ezq-ag	Cyr.1.4.2	Xenophon of Athens	ezq	None	classical	history	prose	-400	-355	Cyropaedia	1	963	concept	φιλοστοργία
2045970	ezq-ai	Ages.7.7	Xenophon of Athens	ezq	None	classical	history	prose	-400	-355	Agesilaus	1	970	concept	φιλόστοργος
1691399	ffk-bm	Leg.931.b	Plato of Athens	ffk	platonist	classical	philosophy	dialogue	-390	-347	Laws	1	10580	concept	φιλοστοργέω
610434	fxc-aa	8 1 (t)	Philip II King of Macedonia	fxc	None	classical	None	epistle	-359	-336	Philip's Diplomatic Letters	2	1539	concept	φιλόστοργος
753273	ljk-ar	Piet 19	Theophrastus of Eresus	ljk	peripatetic	hellenistic	philosophy	treatise	-340	-280	On Piety	1	847	concept	φιλοστοργέω
897351	hgw-av	HA 611a	Aristotle	hgw	aristotelian	classical	philosophy	treatise	-335	-323	History of Animals	1	1888	concept	φιλόστοργος
897371	hgw-av	HA 621a	Aristotle	hgw	aristotelian	classical	philosophy	treatise	-335	-323	History of Animals	1	1916	concept	φιλοστόργως
198622	hgw-bf	Phgn 809b	Aristotle	hgw	aristotelian	classical	philosophy	treatise	-335	-323	Physiognomics	1	2335	concept	φιλόστοργος
910464	hki-aa	3	Clearchus of Soli	hki	peripatetic	classical	philosophy	collection	-325	-325	On Hunting with Mirrors	1	709	concept	φιλοστοργία
910544	hki-aa	73	Clearchus of Soli	hki	peripatetic	classical	philosophy	collection	-325	-325	On Hunting with Mirrors	1	448	concept	φιλοστοργέω
1532130	hlw-aa	110	Demades of Paeania	hlw	None	classical	oratory	collection	-325	-325	In Defense of the Twelve Years	1	149	concept	φιλοστοργία
1538679	hoe-ac	3a,264,F 25 (850)	Hecataeus of Abdera	hoe	None	hellenistic	history	collection	-320	-305	On Egyptian Philosophy and Religion	1	4089	concept	φιλοστοργία
1538682	hoe-ac	3a,264,F 25 (1000)	Hecataeus of Abdera	hoe	None	hellenistic	history	collection	-320	-305	On Egyptian Philosophy and Religion	1	4185	concept	φιλοστοργία
344824	iiy-aa	2	Hermesianax of Cyprus	iiy	None	hellenistic	history	prose	-300	-250	Phrygian Histories and Myths	1	572	concept	φιλοστοργία
1249541	izc-ad	book 18.10	Theocritus of Syracuse	izc	None	hellenistic	poetry	verse	-275	-260	Idylls	1	239	concept	φιλόστοργος
1539700	jds-ab	2a,81,F 36	Phylarchus of Athens	jds	None	hellenistic	history	collection	-270	-220	Historical Fragments and Anecdotes	2	923	concept	φιλοστοργία
254884	kau-ab	1a,32,F 14 (50)	Dionysius Scytobrachion of Mytilene	kau	None	hellenistic	grammar	collection	-250	-200	Argonautic Genealogical Fragments	1	3839	concept	φιλοστοργία
874180	klo-ac	Epit 2 579	Aristophanes of Byzantium	klo	None	hellenistic	grammar	treatise	-240	-180	Epitome of the Histories of Animals	1	416	concept	φιλόστοργος
2120777	kms-ae	292	Chrysippus of Soli	kms	stoic	hellenistic	philosophy	collection	-240	-210	Moral Fragments	2	523	concept	φιλοστοργία
2121102	kms-ae	731	Chrysippus of Soli	kms	stoic	hellenistic	philosophy	collection	-240	-210	Moral Fragments	1	197	concept	φιλοστοργία
854380	knc-aa	26 1	Antigonus of Carystus	knc	None	hellenistic	biography	prose	-240	-240	Collection of Marvelous Histories	1	448	concept	φιλοστοργία
209259	kzk-ab	6	Bolus of Mendes	kzk	None	hellenistic	medicine	treatise	-200	-200	On Sympathies and Antipathies	1	188	concept	φιλόστοργος
1694973	lcc-aa	62	Antipater of Tarsus	lcc	stoic	hellenistic	philosophy	collection	-180	-129	Testimonies and Fragments	1	1187	concept	φιλοστοργία
1694974	lcc-aa	63	Antipater of Tarsus	lcc	stoic	hellenistic	philosophy	collection	-180	-129	Testimonies and Fragments	1	2903	concept	φιλοστοργία
1204048	ldg-ab	Hist.9.13.2	Polybius of Megalopolis	ldg	None	hellenistic	history	collection	-180	-120	Histories	1	188	concept	φιλοστοργία
1206334	ldg-ab	Hist.16.17.9	Polybius of Megalopolis	ldg	None	hellenistic	history	collection	-180	-120	Histories	1	284	concept	φιλοστοργία
1207876	ldg-ab	Hist.22.20.3	Polybius of Megalopolis	ldg	None	hellenistic	history	collection	-180	-120	Histories	1	151	concept	φιλοστοργία
1209320	ldg-ab	Hist.31.25.2	Polybius of Megalopolis	ldg	None	hellenistic	history	collection	-180	-120	Histories	1	197	concept	φιλοστοργία
1545691	msa-ab	417 (50)	Posidonius of Apameia and Rhodes	msa	stoic	hellenistic	philosophy	dialogue	-110	-60	Fragments on Ocean Tides	3	627384	concept	φιλοστοργία
1545647	msa-ac	1052 003.2a,87,F.108r	Posidonius of Apameia and Rhodes	msa	stoic	hellenistic	philosophy	collection	-110	-60	Fragments on Customs and Wars	1	668	concept	φιλοστοργία
1701162	nde-ab	1.64.14	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	308	concept	φιλοστοργία
1701210	nde-ab	1.71.4	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	350	concept	φιλοστοργία
1701986	nde-ab	3.58.2	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	464	concept	φιλοστοργία
1701988	nde-ab	3.58.4	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	587	concept	φιλοστοργία
1702272	nde-ab	4.38.1	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	169	concept	φιλοστοργία
1702297	nde-ab	4.44.1	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	237	concept	φιλοστοργία
1702402	nde-ab	4.61.5	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	452	concept	φιλοστοργία
1707299	nde-ab	19.32.3	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	618	concept	φιλοστόργως
1707300	nde-ab	19.33.2	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 18-20	1	681	concept	φιλοστοργέω
922274	nde-ac	31 19 3	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 21-40	1	364	concept	φιλοστοργέω
922500	nde-ac	34/35 4 2	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 21-40	1	467	concept	φιλοστοργία
922510	nde-ac	34/35 11 1	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 21-40	1	700	concept	φιλοστοργία
922562	nde-ac	36 2a 1	Diodorus of Sicily	nde	None	hellenistic	history	prose	-60	-60	Historical Library, Books 21-40	1	1365	concept	φιλοστοργία
200388	nac-aa	87,2	Arius Didymus of Alexandria	nac	stoic	hellenistic	philosophy	prose	-53	-3	Book-the Sects of Philosophers	1	1492	concept	φιλοστοργία
1547211	ngg-aa	2 48/49c	Scholia on Theocritus	ngg	None	hellenistic	grammar	prose	-50	-50	Scholia-Theocritus	2	511	concept	φιλοστοργέω|φιλοστοργία
2199955	ndy-al	8.54.1	Dionysius of Halicarnassus	ndy	None	hellenistic	history	oration	-30	20	Roman Antiquities	1	656	concept	φιλόστοργος
1545212	ndy-am	Rh 11 6	Dionysius of Halicarnassus	ndy	None	hellenistic	history	oration	-30	20	Rhetorical Art	1	1153	concept	φιλόστοργος
855535	nlq-ab	20 (n)	Apion Alexandrinus	nlq	sophist	roman	grammar	treatise	5	55	Homeric Glosses (Recension B)	1	241	concept	φιλοστοργία
616238	lgi-ac	Abr 168	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Abraham	1	468	concept	φιλοστοργία
616260	lgi-ac	Abr 197	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Abraham	1	452	concept	φιλόστοργος
614402	lgi-ah	158	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Rewards, Punishments, and Curses	1	331	concept	φιλόστοργος
612642	lgi-aj	Mos 1 150	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On the Life of Moses, Books I-II	1	558	concept	φιλοστοργία
614254	lgi-au	QGen 4 202a	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	Questions on Genesis	1	527	concept	φιλοστοργία
611568	lgi-bd	Legat 36	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	Embassy to Gaius	1	230	concept	φιλοστοργία
614871	lgi-bg	Spec 2 239	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Special Laws	2	1296	concept	φιλοστοργία|φιλόστοργος
615013	lgi-bg	Spec 3 152	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Special Laws	1	687	concept	φιλόστοργος
615016	lgi-bg	Spec 3 156	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Special Laws	1	519	concept	φιλόστοργος
616613	lgi-bj	Virt 91	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Virtues	1	538	concept	φιλόστοργος
616641	lgi-bj	Virt 128	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Virtues	1	426	concept	φιλοστοργία
616697	lgi-bj	Virt 192	Philo of Alexandria	lgi	jewish	hellenistic	philosophy	treatise	10	60	On Virtues	1	230	concept	φιλόστοργος
217912	nwk-aa	2.293	Comarius the Alchemist	nwk	None	roman	science	treatise	50	50	Komarios the Philosopher High Priest Instructing Cleopatra in the Sacred Art	1	1294	concept	φιλόστοργος
1709295	ocy-aa	99 (200)	Nicolaus of Damascus	ocy	None	roman	history	prose	60	70	On the Life of Antipater	1	1607	concept	φιλοστοργία
1709299	ocy-aa	101 (50)	Nicolaus of Damascus	ocy	None	roman	history	prose	60	70	On the Life of Antipater	1	3052	concept	φιλοστοργία
1709300	ocy-aa	101 (100)	Nicolaus of Damascus	ocy	None	roman	history	prose	60	70	On the Life of Antipater	1	2168	concept	φιλοστοργία
1709317	ocy-aa	101 (950)	Nicolaus of Damascus	ocy	None	roman	history	prose	60	70	On the Life of Antipater	1	2487	concept	φιλοστοργία
1096494	ofq-aa	BJ 1 523	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish War-the Romans	1	642	concept	φιλόστοργος
1096575	ofq-aa	BJ 1 622	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish War-the Romans	1	195	concept	φιλόστοργος
1096585	ofq-aa	BJ 1 633	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish War-the Romans	1	340	concept	φιλοστοργία
1097642	ofq-aa	BJ 4 323	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish War-the Romans	1	161	concept	φιλοστοργέω
1098798	ofq-aa	BJ 7 390	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish War-the Romans	1	263	concept	φιλόστοργος
1091360	ofq-ad	AJ.4.135	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	347	concept	φιλοστόργως
1091457	ofq-ad	AJ.4.272	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	500	concept	φιλοστοργία
1092090	ofq-ad	AJ.7.43	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	482	concept	φιλοστόργως
1092169	ofq-ad	AJ.7.149	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	335	concept	φιλοστοργία
1092254	ofq-ad	AJ.7.252	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	401	concept	φιλόστοργος
1092501	ofq-ad	AJ.8.193	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	613	concept	φιλοστοργία
1093286	ofq-ad	AJ.11.195	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	377	concept	φιλόστοργος
1094462	ofq-ad	AJ.15.16	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	307	concept	φιλοστόργως
1094499	ofq-ad	AJ.15.64	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	652	concept	φιλοστόργως
1094500	ofq-ad	AJ.15.67	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	483	concept	φιλοστοργία
1094502	ofq-ad	AJ.15.70	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	376	concept	φιλόστοργος
1094512	ofq-ad	AJ.15.83	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	307	concept	φιλοστοργία
1094616	ofq-ad	AJ.15.221	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	292	concept	φιλοστοργία
1094779	ofq-ad	AJ.16.11	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	502	concept	φιλοστοργία
1094787	ofq-ad	AJ.16.21	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	390	concept	φιλοστοργία
1094870	ofq-ad	AJ.16.144	Josephus the Historian	ofq	None	roman	history	prose	70	90	Jewish Antiquities	1	273	concept	φιλοστοργία
2058609	npw-aa	2.8.7	Chariton of Aphrodisias	npw	None	roman	fiction	prose	80	130	On Chaerea and Callirhoe	1	605	concept	φιλοστοργία
2058623	npw-aa	2.10.8	Chariton of Aphrodisias	npw	None	roman	fiction	prose	80	130	On Chaerea and Callirhoe	1	497	concept	φιλοστοργία
2059117	npw-aa	8.7.5	Chariton of Aphrodisias	npw	None	roman	fiction	prose	80	130	On Chaerea and Callirhoe	1	413	concept	φιλοστοργία
107253	nti-aa	1.8	Biographer Anonymous	nti	None	roman	biography	prose	80	130	Book of Suntipa	1	1408	concept	φιλοστόργως
1974146	ojw-ac	1.11	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	15	6417	concept	φιλοστοργέω|φιλοστοργία|φιλοστόργως|φιλόστοργος
1974158	ojw-ac	1.23	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	1	1189	concept	φιλοστοργία
1974182	ojw-ac	2.17	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	2	6558	concept|privative_antonym	φιλόστοργος|ἀφιλόστοργος
1974208	ojw-ac	3.17	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	1	1222	likely_proper_name	Φιλόστοργος (personal name)
1974209	ojw-ac	3.18	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	1	1324	concept	φιλόστοργος
1974215	ojw-ac	3.24	Epictetus the Stoic	ojw	stoic	roman	philosophy	dialogue	90	135	Discourses of Epictetus by Arrian	7	21250	concept	φιλοστοργία|φιλόστοργος
661107	okg-ae	56 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	How One Might Distinguish the Flatterer from the Friend	1	283	concept	φιλόστοργος
1192009	okg-as	963 A	Plutarch of Chaeronea	okg	platonist	roman	philosophy	dialogue	90	120	Whether Land or Water Animals Are Wiser	1	3122	concept	φιλοστοργία
1192021	okg-as	975 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	dialogue	90	120	Whether Land or Water Animals Are Wiser	3	29961	concept	φιλόστοργος
1192023	okg-as	985 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	dialogue	90	120	Whether Land or Water Animals Are Wiser	1	31846	concept	φιλόστοργος
1710757	okg-bt	634 E	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Books of Symposiastic Problems	1	230	concept	φιλοστοργία
668281	okg-cb	148 E	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Symposium of the Seven Sages	1	583	concept	φιλοστόργως
1186226	okg-cg	t 1	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	233	concept	φιλοστοργία
1186231	okg-cg	494 A	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	805	concept	φιλόστοργος
1186233	okg-cg	494 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	1123	concept	φιλοστοργία
1186237	okg-cg	495 B	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	777	concept	φιλόστοργος
1186242	okg-cg	496 A	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	561	concept	φιλόστοργος
1186245	okg-cg	496 D	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	371	concept	φιλόστοργος
1186251	okg-cg	497 D	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Affection for Offspring	1	766	concept	φιλόστοργος
659178	okg-ci	106 B	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Consolation to Apollonius	1	598	concept	φιλοστόργως
1189742	okg-cl	608 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Consolation to His Wife	1	1020	concept	φιλόστοργος
1189746	okg-cl	609 A	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Consolation to His Wife	2	763	concept	φιλόστοργος
1189749	okg-cl	609 D	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Consolation to His Wife	1	633	concept	φιλόστοργος
1195728	okg-cq	258 D	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Virtues of Women	1	386	concept	φιλοστόργως
1186322	okg-cs	Agis 17 4	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Agis and Cleomenes	1	311	concept	φιλοστοργία
1186352	okg-cs	Agis 22 2	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Agis and Cleomenes	1	566	concept	φιλόστοργος
663977	okg-db	140 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Marriage Precepts	1	434	privative_antonym	ἀφιλόστοργος
664003	okg-db	144 F	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Marriage Precepts	1	591	concept	φιλόστοργος
1187855	okg-dc	480 A	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Brotherly Love	1	692	concept	φιλόστοργος
1187872	okg-dc	483 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Brotherly Love	1	533	concept	φιλόστοργος
1187906	okg-dc	489 C	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Brotherly Love	1	314	concept	φιλοστοργία
1188598	okg-df	CatMi 11 4	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Cato the Younger	1	202	concept	φιλόστοργος
664090	okg-dk	451 E	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	On Moral Virtue	1	433	concept	φιλοστοργία
1190756	okg-dn	Fab 21 1	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Fabius Maximus	1	116	concept	φιλοστόργως
659620	okg-dv	Dem.31.7	Plutarch of Chaeronea	okg	platonist	roman	philosophy	dialogue	90	120	Demosthenes	1	33425	concept	φιλόστοργος
664722	okg-et	Per t 1	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Pericles	1	335	concept	φιλόστοργος
1187983	okg-fg	Brut 13 4	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Brutus	1	177	concept	φιλόστοργος
1193879	okg-fn	Sol 7 3	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Solon	1	392	concept	φιλόστοργος
660042	okg-fp	Dio 51 4	Plutarch of Chaeronea	okg	platonist	roman	philosophy	prose	90	120	Dion	1	353	concept	φιλοστόργως
239556	okq-ab	9 (n)	Dio Chrysostom of Prusa	okq	None	roman	oratory	collection	90	110	Fragments on Household Management	1	94	concept	φιλοστοργία
239782	okq-ac	3 131	Dio Chrysostom of Prusa	okq	None	roman	oratory	oration	90	110	Orations	1	279	concept	φιλόστοργος
2082535	omy-ac	2.19.11	Soranus of Ephesus	omy	None	roman	medicine	treatise	98	178	Four Books-Women	1	343	concept	φιλοστοργία
2082536	omy-ac	2.19.12	Soranus of Ephesus	omy	None	roman	medicine	treatise	98	178	Four Books-Women	1	554	concept	φιλόστοργος
1549680	oho-ac	348	Dorotheus of Sidon	oho	None	roman	science	treatise	105	155	Greek Fragments	1	2091	concept	φιλόστοργος
1549682	oho-ac	350	Dorotheus of Sidon	oho	None	roman	science	treatise	105	155	Greek Fragments	1	1803	concept	φιλόστοργος
1713188	peq-aa	96,10	Favorinus of Arelate	peq	pyrrhonian	roman	philosophy	collection	120	150	Fragments on Old Age and Pleasure	1	2000	concept	φιλόστοργος
529701	pfk-ab	Par 59	Lucian of Samosata	pfk	None	roman	oratory	oration	120	180	On the Parasite, that Parasite is an Art	1	889	concept	φιλοστοργία
529492	pfk-al	Merc Cond 34	Lucian of Samosata	pfk	None	roman	oratory	oration	120	180	On Those Living in Misthos	1	1476	concept	φιλόστοργος
529860	pfk-bt	Abdic 15	Lucian of Samosata	pfk	None	roman	oratory	oration	120	180	Renounced	1	1176	concept	φιλοστοργία
530513	pfk-ca	Tyr t	Lucian of Samosata	pfk	None	roman	oratory	oration	120	180	Tyrannicide	1	353	concept	φιλοστοργία
2159833	phs-ai	2.3.34	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	540	concept	φιλόστοργος
2159836	phs-ai	2.3.38	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	837	concept	φιλόστοργος
2160016	phs-ai	3.14.20	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	742	concept	φιλόστοργος
2160018	phs-ai	3.14.24	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	1604	concept	φιλόστοργος
2160022	phs-ai	3.14.33	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	501	concept	φιλόστοργος
2160063	phs-ai	4.5.10	Ptolemy of Alexandria	phs	None	roman	mathematics	treatise	127	141	Tetrabiblos	1	205	concept	φιλόστοργος
1553966	pjq-aa	43	Apollonius the Grammarian	pjq	None	roman	grammar	treatise	130	170	Homeric Lexicon	1	1734	concept	φιλοστοργία
1557770	ple-ac	2b,257,F 34	Phlegon of Tralles	ple	None	roman	history	collection	130	140	On the Olympic Games	1	479	proper_name	Φιλοστόργιος
1718938	ppu-af	P 6 39a	Pindar Commentary	ppu	None	roman	grammar	prose	140	170	Scholia on Pindar (Olympians, Pythians, Isthmians)	1	215	concept	φιλόστοργος
697518	pyq-ab	2 3	Pseudo-Plutarch	pyq	None	roman	philosophy	prose	150	150	On Rivers	1	505	concept	φιλοστοργία
1723688	pzu-aa	76	Vettius Valens of Antioch	pzu	None	roman	science	treatise	150	175	Nine Books of Anthologies	1	1892	concept	φιλόστοργος
1723716	pzu-aa	104	Vettius Valens of Antioch	pzu	None	roman	science	treatise	150	175	Nine Books of Anthologies	1	1949	concept	φιλόστοργος
1723895	pzu-aa	283	Vettius Valens of Antioch	pzu	None	roman	science	treatise	150	175	Nine Books of Anthologies	1	1946	concept	φιλοστοργία
1723896	pzu-aa	284	Vettius Valens of Antioch	pzu	None	roman	science	treatise	150	175	Nine Books of Anthologies	1	2274	concept	φιλόστοργος
319425	qmm-dn	14 236	Galen of Pergamon	qmm	None	roman	medicine	treatise	160	200	On Theriac to Piso	1	1020	concept	φιλοστοργία
319473	qmm-dn	14 284	Galen of Pergamon	qmm	None	roman	medicine	treatise	160	200	On Theriac to Piso	1	800	concept	φιλοστοργία
319182	qmm-dt	1 576	Galen of Pergamon	qmm	None	roman	medicine	treatise	160	200	On Temperaments	1	1031	concept	φιλόστοργος
2070684	qpy-aa	1.9.1	Marcus Aurelius the Stoic Philosopher	qpy	stoic	roman	philosophy	treatise	161	180	To Himself	1	656	concept	φιλόστοργος
2070701	qpy-aa	1.17.8	Marcus Aurelius the Stoic Philosopher	qpy	stoic	roman	philosophy	treatise	161	180	To Himself	1	338	concept	φιλόστοργος
2070707	qpy-aa	2.5.1	Marcus Aurelius the Stoic Philosopher	qpy	stoic	roman	philosophy	treatise	161	180	To Himself	1	706	concept	φιλοστοργία
